-1364,15256,5640,-238,-268,134,32.48,1006.92,1229.79,1655,229,70
-1328,15084,5756,-185,-215,43,32.53,1006.92,1229.78,1655,229,71
-1420,15264,5700,-100,-192,61,32.48,1006.91,1229.78,1655,229,72
-1368,15228,5624,-210,-79,-128,32.62,1006.87,1229.72,1655,229,73
-1476,15092,5732,-191,-161,-6,32.53,1006.93,1229.79,1655,229,74
-1464,15228,5616,-158,-238,117,32.53,1006.91,1229.77,1655,229,75
-1392,15148,5548,-285,-64,-142,32.48,1006.95,1229.82,1655,229,76
-1332,15296,5828,-195,-277,130,32.48,1006.87,1229.73,1655,229,77
-1352,15188,5736,-240,-235,100,32.62,1006.92,1229.78,1655,229,78
-1336,15164,5632,-197,-166,11,32.58,1006.89,1229.74,1655,229,79
-1336,15264,5744,-262,-110,-155,32.58,1006.91,1229.77,1655,229,80
-1448,15228,5684,-178,-211,36,32.53,1006.9,1229.76,1655,229,81
-1404,15232,5688,-199,-212,-6,32.53,1006.92,1229.78,1655,229,82
-1324,15324,5736,-266,-197,-12,32.58,1006.89,1229.75,1655,229,83
-1340,15216,5604,-191,-337,315,32.53,1006.92,1229.78,1655,229,84
-1420,15168,5664,-216,-171,-30,32.62,1006.87,1229.73,1655,229,85
-1388,15212,5652,-213,-267,280,32.58,1006.91,1229.78,1655,229,86
-1308,15276,5676,-240,-161,60,32.48,1006.92,1229.78,1655,229,87
-1480,15108,5664,-209,-222,40,32.62,1006.92,1229.79,1655,229,88
-1280,15200,5692,-177,-284,380,32.53,1006.92,1229.79,1655,229,89
-1316,15184,5824,-199,-267,201,32.58,1006.87,1229.73,1655,229,90
-1360,15136,5528,-207,-201,73,32.58,1006.87,1229.72,1655,229,91
-1396,15132,5796,-272,-215,192,32.58,1006.92,1229.78,1655,229,92
-1384,15060,5632,-203,-141,-79,32.67,1006.93,1229.79,1655,229,93
-1332,15156,5676,-267,-187,114,32.48,1006.91,1229.78,1655,229,94
-1308,15120,5640,-173,-257,197,32.67,1006.93,1229.8,1655,229,95
-1508,15268,5604,-268,-147,11,32.62,1006.94,1229.82,1655,229,96
-1376,15148,5644,-191,-202,112,32.62,1006.94,1229.81,1655,229,97
-1380,15168,5552,-227,-155,-30,32.62,1006.94,1229.81,1655,229,98
-1372,15196,5728,-238,-172,44,32.62,1006.92,1229.78,1655,229,99
-1480,15160,5792,-207,-218,119,32.62,1006.94,1229.81,1655,229,100
-1396,15212,5660,-262,-158,-102,32.62,1006.97,1229.85,1655,229,101
-1240,15084,5716,-251,-239,113,32.53,1006.91,1229.77,1655,229,102
-1436,15172,5688,-246,-193,35,32.53,1006.91,1229.77,1655,229,103
-1456,15208,5752,-202,-182,-87,32.67,1006.89,1229.75,1655,229,104
-1468,15244,5644,-223,-217,54,32.58,1006.91,1229.77,1655,229,105
-1444,15228,5716,-156,-235,41,32.53,1006.94,1229.81,1655,229,106
-1404,15176,5804,-197,-208,170,32.58,1006.94,1229.82,1655,229,107
-1468,15148,5784,-197,-181,42,32.62,1006.9,1229.76,1655,229,108
-1352,15228,5548,-166,-306,189,32.58,1006.92,1229.79,1655,229,109
-1444,15220,5604,-200,-156,-30,32.48,1006.92,1229.79,1655,229,110
-1464,15276,5692,-183,-237,194,32.58,1006.92,1229.78,1655,229,111
-1336,15124,5548,-270,-136,-22,32.53,1006.91,1229.78,1655,229,112
-1392,15200,5668,-210,-215,-10,32.48,1006.91,1229.77,1655,229,113
-1324,15252,5656,-201,-197,6,32.62,1006.89,1229.75,1655,229,114
-1364,15104,5648,-185,-299,263,32.58,1006.95,1229.83,1655,229,115
-1444,15168,5708,-216,-34,-238,32.58,1006.88,1229.73,1655,229,116
-1468,15160,5644,31,-447,628,32.58,1006.93,1229.8,1655,229,117
-1172,15136,5604,-83,-381,259,32.58,1006.93,1229.8,1655,229,118
